timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-10T22:32:05,ecocode_run,6e9c467e-2f88-4a9a-a512-7a6b0aa83917,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.5852612000016961,3.7634763069165785e-06,2.3740417711053244e-06,7.840018783999999,0.0,10.0,2.326256835725925e-06,0.0,2.9488483333302106e-06,5.2751051690561355e-06,0.0,India,IND,national capital territory of delhi,,,Windows-10-10.0.22631-SP0,3.10.11,3.2.6,8,AMD Ryzen 5 2400G with Radeon Vega Graphics,0,,77.2373,28.6542,5.949501037597656,machine,0,0,0,0,N,1.0,0.0
